,p-value,chi-square value
0,0.11762130051068964,15.415815736367284
1,0.6304207763992912,7.983785930454111
2,0.3933007759483971,10.554031046026049
3,0.14481175130892987,14.663712187959941
4,0.7458355456752307,6.7821852840680315
5,0.09642334174920686,16.11370706499372
6,0.6401541995106468,7.884127109755943
7,0.7609952912046128,6.617488000666484
8,0.9748018045562391,3.253899242620976
9,0.23467837894319987,12.806748142288411
10,0.13102873026145323,15.02843144265412
11,0.19982409310193128,13.445391801780122
12,0.40417038562229424,10.423327729643201
13,0.25551486321809536,12.45893231985663
14,0.2655078304937548,12.299566237693988
15,0.6230714281271544,8.059024512673385
16,0.3566411485559067,11.011263442237677
17,0.0740221985724997,17.015477700938415
18,0.8637107574740455,5.389195472504542
19,0.5334107688236861,8.98623137892235
20,0.47610582210412844,9.601680417621004
21,0.9234251749189897,4.474296162081653
22,0.39009405244064976,10.592985311287457
23,0.30186577775787393,11.75388458401407
24,0.8281155083868047,5.844971186498388
25,0.6639052838756652,7.640505428778972
26,0.07856842936151098,16.814598877644794
27,0.3484330200096475,11.117555584921824
28,0.5905724355210125,8.392332758065088
29,0.6690061037256055,7.588035649632099
30,0.8586242329894023,5.457178544779771
31,0.6960690430046668,7.308144620145349
32,0.4216468801172275,10.217222566580595
33,0.4582679776308354,9.79937263105545
34,0.09359045535033128,16.216863096807366
35,0.18489172427526468,13.746083811147166
36,0.3140712937204406,11.581073081856287
37,0.6872533076590603,7.3996483844102405
