,p-value,chi-square value
144,0.8934503396811874,4.965807873637576
145,0.3226897092633604,11.461781060999925
146,0.9325525433596404,4.304773332596864
147,0.05878624117730247,17.780214108210814
148,0.31111671651869566,11.622478049693688
149,0.03394625735413914,19.537239069926922
150,0.6204838861674682,8.085517921598576
151,0.4276396656289956,10.14761241239952
152,0.2944482945378646,11.86127316618072
153,0.1635451555999462,14.211868065021696
154,0.929639923947865,4.3601705736996506
155,0.1741812894229422,13.973990538976567
156,0.4026000049717693,10.4420868217429
157,0.4779053894024353,9.581921549902109
158,0.9330742364003087,4.294711344926667
159,0.9265079689965042,4.418344713685818
160,0.7493935590130645,6.743763177787801
161,0.41529463447504755,10.291586949641713
162,0.8011492416172441,6.1657662923801375
163,0.658529833011935,7.695730382845865
164,0.8389091268748393,5.7112773743176835
165,0.9122636201160894,4.667352429628901
166,0.5663013913956625,8.642837192836145
167,0.9426245736505826,4.102078017325447
168,0.4154590686768338,10.28965423836737
169,0.5623665368492367,8.683647398492106
170,0.05640498338422539,17.915551643896354
171,0.14558125504258845,14.644221848948556
172,0.41700953423868836,10.271450889581702
173,0.21948510089924866,13.075427741801086
174,0.21308010425443402,13.193003691801525
175,0.7573722582115621,6.657092252945649
176,0.6981186847875154,7.2868153605709445
177,0.317680428621971,11.53085206464871
178,0.7722819904868219,6.493022777945835
179,0.48435783476741034,9.511336473697979
180,0.47668900082332943,9.5952736879369
181,0.6849980337849393,7.42300051786228
182,0.15465902364021855,14.420539833581277
183,0.021722440302128,20.911048529684656
184,0.5515407329603551,8.796277233340131
185,0.691746210435412,7.353059858232629
186,0.5733646693193816,8.569733255480884
187,0.7798791131701814,6.408231904894938
188,0.536838740760735,8.950173648697778
189,0.3537928040776611,11.04797165825682
190,0.6409974617945828,7.875490565463497
191,0.30107700223782474,11.765216561854215
192,0.29052491865776187,11.91884082335998
193,0.24992145424681922,12.550152818639692
194,0.7151877998950322,7.1082468791709585
195,0.9943905276203263,2.2169645478197864
196,0.4205878266672374,10.229578651691192
197,0.6658607509946831,7.620398637216848
198,0.5744873633393176,8.558130420331162
199,0.28899069442292236,11.94150119930534
200,0.9619282268182874,3.645428516387941
201,0.3299184347285249,11.363357597584066
202,0.6492238720997137,7.791199762829402
203,0.9063281219900825,4.764759657923398
204,0.5864582006077257,8.434669130599486
205,0.708843679375743,7.1748258313799145
206,0.5003524783358422,9.338022353864424
207,0.23055774251149264,12.878270260883744
208,0.5901100362121314,8.397088778929024
209,0.8586168435486587,5.457276517788821
210,0.05023814337643551,18.291687934611613
211,0.6046000645259133,8.248273450323554
212,0.6809487531321943,7.464876108842006
213,0.06453525375867675,17.472794881237785
214,0.018917879081256306,21.328179765630637
215,0.3237772694181218,11.446880179120857
216,0.6223521600835551,8.066388670943438
217,0.8811768542262616,5.146532844384825
218,0.8546207888742011,5.509936603391297
219,0.7877338663647219,6.319615512287761
220,0.5943713814645946,8.35327804092162
221,0.7000888729103637,7.266291924185477
222,0.9347168036109343,4.262741504126629
223,0.38610907091136615,10.641654096155886
224,0.7646212362791106,6.577687179263415
225,0.7947879365624859,6.239134400441744
226,0.9729707721174687,3.3163018789863647
227,0.8750572151873773,5.23331510593299
228,0.5002883016135866,9.33871331823955
229,0.8578845499715341,5.466974588810748
230,0.16961415216422726,14.07464089127722
231,0.8576018381587986,5.470712831302554
232,0.5249079718390262,9.075983709355047
233,0.3654314655325266,10.899118706936635
234,0.6175167643136285,8.115902422483355
235,0.9327405034091543,4.301153130366897
236,0.7343835806219626,6.904983920326675
237,0.7939009144858714,6.249303868059929
238,0.596705836888845,8.329295091216999
239,0.9758908292841284,3.2153974157206777
240,0.7181510527694192,7.077054643575251
241,0.7123467229874876,7.138095815490716
242,0.527705033783807,9.046407968650309
243,0.07855021340641632,16.81538294884498
244,0.08480345518091337,16.555227773589806
245,0.0074943695475222505,24.040211534414
246,0.3889992737519621,10.606326870789237
247,0.2118607270778392,13.215698121464712
248,0.6525700139517815,7.75688893477073
249,0.39080080537523554,10.584384003909493
250,0.9896494273136076,2.5805354376052287
251,0.9839019411929503,2.889695140446735
252,0.13422354418185056,14.941113570920377
253,0.1115146556989296,15.604911349635653
254,0.9251174892657895,4.443736408956941
255,0.7621187339222684,6.605174287024148
256,0.07987877009801769,16.758615882581406
257,0.9401642874452782,4.153344255343017
258,0.9878133654066973,2.6897181158416874
259,0.9722665076448518,3.3395852395203125
260,0.40824962667246045,10.374788558313488
261,0.7302223762292976,6.94930153782474
262,0.9917304987731931,2.4393401928976957
263,0.4263086269973032,10.163028610774125
264,0.31796543184052717,11.526902703762335
265,0.3502501657900119,11.093888714723075
266,0.957679941945885,3.756093614535788
267,0.2370077270768095,12.766738785436088
268,0.16417379747467487,14.197462036949245
269,0.2232324431727699,13.007864378618224
270,0.26157590624902394,12.36173739151398
271,0.8417286064827668,5.675768200393472
272,0.2953582456859427,11.847998369021164
273,0.476339646154484,9.599111244843602
274,0.663368343008165,7.646024753604977
275,0.6624887073608962,7.655065189771756
276,0.3329759437947747,11.32215703402011
277,0.42745519846503577,10.149747422407216
278,0.22091625581197594,13.049520204914282
279,0.7670045114228404,6.551433510630707
280,0.7338271909599889,6.910918443392034
281,0.37025736696014233,10.838257871446046
282,0.6969186168552737,7.299306324374754
283,0.4392357018123514,10.014344400996626
284,0.782458845733395,6.379238412490489
285,0.40977735579252295,10.356679410309258
286,0.7241711483796316,7.013486353802902
287,0.38875872154718283,10.609261298803283
288,0.15765413947104223,14.349126452504377
289,0.5299941056574139,9.022241286411447
290,0.25295393125719934,12.5005115656579
291,0.7675896621854166,6.544976007154519
292,0.47657016361217563,9.596578941773178
293,0.8868127515051237,5.064722248170563
294,0.014104535655033112,22.202718366203143
295,0.22433017843375613,12.988238155574132
296,0.5853335125770627,8.446250277266193
297,0.745069615038957,6.79043890258959
298,0.10772738178021135,15.726712800609318
299,0.17774919761177,13.896841660299572
300,0.459708569518518,9.783277456642432
301,0.5414395836747758,8.901886667804021
302,0.08235335609921479,16.655072861735523
303,0.43543629976212483,10.057808225661889
304,0.845329954313356,5.6300324516434515
305,0.3114107456865636,11.61834561570393
306,0.6660509907695278,7.6184419972465545
307,0.5051642605292265,9.28631199807019
308,0.3425245857899978,11.195057847800413
309,0.12931630574809172,15.075977594461975
310,0.5170378211355432,9.159484960786312
